epoch,train_accur,test_accur,,train_loss,test_loss
0,0.3193,0.4861,,1.7321493672287982,1.288616955280304
1,0.4272,0.4056,,1.5086085887058922,1.253203715218438
2,0.4779,0.5472,,1.4396521583847377,1.2456320775879755
3,0.5027,0.6,,1.2795638221761454,1.3931829591592153
4,0.5365,0.6444,,1.2625376183053723,1.2550567275947995
5,0.5398,0.6417,,1.1965702304373618,1.0801196932792663
6,0.5635,0.6306,,1.1563791744087053,0.9174591561158498
7,0.5913,0.6444,,1.1161830439515736,1.0537790682580737
8,0.5826,0.6611,,1.0908308478801148,0.9714546892378065
9,0.6016,0.5917,,1.080944682204205,3.9105209635363685
10,0.6044,0.7139,,1.0451939871777658,0.9347942901982201
11,0.6183,0.6889,,1.0122243717960688,0.8180209133360121
12,0.6354,0.7,,0.9686777423257413,0.8826853122976092
13,0.6289,0.7194,,0.970282855629921,0.8061125649346246
14,0.6409,0.6806,,0.942054924239283,2.0454930123355655
15,0.6365,0.7056,,0.9758729197408842,1.0006225566069284
16,0.6564,0.6556,,0.9505254657372184,1.1427230060100555
17,0.6501,0.7278,,0.9185176771620046,1.024984402126736
18,0.6635,0.6889,,0.893268671631813,0.9522305525011486
19,0.6703,0.7444,,0.8792689188666966,0.9643983476691775
20,0.6689,0.7417,,0.8871167180330857,1.184071562356419
21,0.6766,0.7639,,0.8729422157225402,0.7597985429896249
22,0.6861,0.7306,,0.833420290765555,1.6965040975146823
23,0.6771,0.7306,,0.8602476315653842,1.445399409532547
24,0.6866,0.7194,,0.8274850780549257,0.9438879286249479
25,0.6913,0.7611,,0.8042010694742203,0.9817532294326359
26,0.6943,0.7833,,0.8059617989737055,0.6507990876833598
27,0.6956,0.7556,,0.8037074793292128,1.3138147589233187
28,0.6804,0.7167,,0.8362152931482896,1.5742497493823369
29,0.7052,0.7528,,0.7988149671450905,1.6071416156159506
30,0.7016,0.7639,,0.798278773608415,1.2178136944770812
31,0.7142,0.7556,,0.7711114983195844,0.5977588752905528
32,0.7139,0.75,,0.7564951377070468,0.8394954845309257
33,0.7087,0.7722,,0.7656765387110088,1.1060359782642788
34,0.7117,0.7806,,0.7533385075952695,0.829330121146308
35,0.7199,0.7778,,0.7313040779336639,0.8390243414375517
36,0.7281,0.7917,,0.7232485295637794,1.3074214567740758
37,0.7272,0.8139,,0.7006261101883391,0.7057891618874338
38,0.7335,0.8,,0.7205319499839907,0.8498987022373411
39,0.724,0.7889,,0.7294052652690721,1.3709159705373977
40,0.7332,0.8028,,0.7036566687018975,0.7823033375044663
41,0.7417,0.7722,,0.7085564176025598,1.231876713865333
42,0.7441,0.7611,,0.6823681706967561,1.088752695918083
43,0.7417,0.8,,0.7003431373316309,0.8786259435945087
44,0.7466,0.8222,,0.6794544874973919,0.49607642541329067
45,0.7567,0.7861,,0.6691860534574674,0.6402066098319159
46,0.7531,0.8028,,0.655610054731369,0.760359677258465
47,0.7482,0.8,,0.6743552578532177,0.6177489058011107
48,0.7643,0.7889,,0.628795455849689,2.0173928388290934
49,0.7665,0.8167,,0.6299620211772297,1.295209045542611
