epoch,train_accur,test_accur,,train_loss,test_loss
0,0.3044,0.4417,,1.7289944493252298,1.363000978594241
1,0.3924,0.4944,,1.3541293206422225,1.203961071760758
2,0.4341,0.4694,,1.3007835025372712,1.1965662577877874
3,0.4597,0.5306,,1.2518869099409684,1.1574798615082451
4,0.4869,0.4889,,1.2015409448872443,1.1499867776165837
5,0.4975,0.5833,,1.16643713194391,0.9983426773029825
6,0.5038,0.5083,,1.165270157482313,1.108237678590028
7,0.515,0.5472,,1.1520914694537288,1.0910132993822512
8,0.5229,0.6,,1.132509476205577,1.0067852968754976
9,0.5221,0.55,,1.1221734928048175,1.0305746508681255
10,0.5458,0.5556,,1.1139514083447664,1.0172277326169221
11,0.5619,0.5917,,1.0788689545963122,0.9834653294604757
12,0.5567,0.6639,,1.08468991673511,0.8994049559468809
13,0.5804,0.6833,,1.0541006103805874,0.9013483938963517
14,0.5935,0.5778,,1.0216059622557268,0.988076502862184
15,0.6044,0.6389,,1.016948732604151,0.9200289223505103
16,0.6144,0.6472,,0.9771823675736137,0.8908491860265317
17,0.6144,0.675,,0.9816826835922573,0.8973340754923613
18,0.6136,0.6639,,0.9774943294732467,0.8872293544852216
19,0.6376,0.6417,,0.944059783997743,0.8768629846365555
20,0.6332,0.6722,,0.9300711613634358,0.8363638585028441
21,0.6572,0.6444,,0.8970811050871145,0.91862901656524
22,0.6499,0.7028,,0.9152588849482329,0.7838448674782462
23,0.6444,0.6611,,0.9190334371898485,0.813126221947048
24,0.6589,0.6944,,0.8736227320588154,0.7846661223017651
25,0.6569,0.6889,,0.886059479350629,0.7657044193019038
26,0.6662,0.6917,,0.8691223232642464,0.8127537434515746
27,0.6643,0.6833,,0.8579404027565666,0.7703048353609832
28,0.6676,0.6861,,0.86392829677333,0.7940690659958384
29,0.6826,0.7278,,0.827918074960294,0.7630343061426411
30,0.6749,0.675,,0.8403068335159966,0.8075179133726202
31,0.6728,0.7139,,0.8429070905498837,0.7330757923748182
32,0.6946,0.7194,,0.8044848825620569,0.6686869134073672
33,0.682,0.6611,,0.8287885684034099,0.805449374344038
34,0.697,0.7194,,0.8046535136906997,0.6956699658995089
35,0.7003,0.7306,,0.7887599595215009,0.6896845387375873
36,0.6913,0.7028,,0.8000027565852456,0.7474059255226798
37,0.7025,0.7278,,0.7933714985847473,0.714997173651405
38,0.7065,0.7056,,0.7744082769621974,0.7499418802883314
39,0.709,0.7028,,0.7736192470011504,0.7651706091735674
40,0.712,0.7389,,0.7664845165999039,0.6700025058310964
41,0.7084,0.6944,,0.749912607928981,0.7632566159186156
42,0.7112,0.7306,,0.7539859064247297,0.7370201815729556
43,0.7136,0.7444,,0.7646813965362051,0.6379301249980927
44,0.7155,0.7528,,0.7496032880700153,0.6469459119050399
45,0.7172,0.7361,,0.7476085141949032,0.6822767387265745
46,0.7025,0.7389,,0.7787030590617139,0.7144287824630737
47,0.712,0.7528,,0.7557891052702199,0.6053592925486357
48,0.7215,0.7389,,0.7327420535294906,0.634634370389192
49,0.7229,0.7556,,0.7319644515929015,0.6275516333787338
50,0.7166,0.7361,,0.7373221345569776,0.6468289170576178
51,0.7204,0.75,,0.7347388710664666,0.6056793584771778
52,0.7441,0.7611,,0.6959616642931233,0.6660254947517229
53,0.724,0.7806,,0.7283914757811505,0.5934039743050284
54,0.7387,0.7667,,0.6978354741697727,0.5612925874150317
55,0.7158,0.75,,0.7334865668545598,0.6294101437796717
56,0.7316,0.7333,,0.7003681112890658,0.6744758175766986
57,0.7409,0.7722,,0.6907072028388148,0.5827194160741308
58,0.7414,0.7583,,0.6939759907515153,0.620915016402369
59,0.7433,0.7583,,0.684714593058047,0.5919508052908856
60,0.7335,0.7222,,0.6999369217001874,0.664050086684849
61,0.7542,0.7694,,0.6756196561067,0.6082591971625453
62,0.748,0.7778,,0.6754783684792726,0.5731410034324812
63,0.7567,0.7556,,0.6507018073745395,0.6119625088961228
64,0.7545,0.7944,,0.6572061857451563,0.5195134197888167
65,0.7403,0.7861,,0.6847452726053155,0.5359108065781386
