epoch,train_accur,test_accur,,train_loss,test_loss
0,0.4578,0.5944,,1.3203775436981864,1.0659509067950041
1,0.5869,0.6556,,1.0423325699308643,0.9164946234744528
2,0.6346,0.6639,,0.9467567760011424,0.8523194206797559
3,0.6635,0.6722,,0.8968273113603177,0.8037863114605779
4,0.6627,0.7,,0.8643320254657579,0.8048116227854853
5,0.6809,0.7306,,0.8428077003230219,0.7949114234551139
6,0.6891,0.7361,,0.8100242262301238,0.6966120406337406
7,0.7098,0.7,,0.7703587034474249,0.7691954063332599
8,0.7068,0.7556,,0.762313089163407,0.6174566246893095
9,0.7313,0.7778,,0.7103824014249055,0.5403236610733945
10,0.7226,0.7778,,0.7179079247557598,0.5840417690899061
11,0.7422,0.8028,,0.6947859966236613,0.5664171660723893
12,0.755,0.8167,,0.6531583954458652,0.48228019605512207
13,0.7471,0.7833,,0.6611965599267379,0.56550467532614
14,0.7605,0.8222,,0.651860130869824,0.4779475396094115
15,0.7757,0.8278,,0.6221202109170997,0.45795255510703375
16,0.776,0.8417,,0.612227990316308,0.4326376390198003
17,0.7755,0.8083,,0.5944681569286014,0.5756733543846918
18,0.8005,0.8194,,0.5439769551805828,0.47073869342389313
19,0.7747,0.875,,0.6075237485377685,0.3762114378421203
20,0.7948,0.8333,,0.5445458264454551,0.4271311455446741
21,0.8025,0.8556,,0.540560898443927,0.4271605908870697
22,0.809,0.8556,,0.5149403285721074,0.3898240036290625
23,0.8104,0.8028,,0.5129639664421911,0.5010380356208138
24,0.7956,0.8528,,0.5306067176487135,0.436011139465415
25,0.8123,0.8444,,0.5171893319357996,0.4129311380826909
26,0.8112,0.8861,,0.5183574013735937,0.34644243639448413
27,0.8163,0.8583,,0.5029044992249945,0.3545773962269659
28,0.8147,0.8861,,0.4941039351017579,0.32212884392103425
29,0.8245,0.8417,,0.48216996335464973,0.4194013129757798
30,0.8253,0.8722,,0.47243907853313116,0.4016351511944895
31,0.8204,0.8694,,0.48398258867471117,0.35180418096158816
32,0.8289,0.8611,,0.4628941568343536,0.3507281501332055
33,0.8283,0.8278,,0.45935626405736674,0.4651036814826986
34,0.8371,0.8556,,0.4497029662132263,0.40542977011722064
35,0.8365,0.8972,,0.44741615031076515,0.2944079171056333
36,0.8471,0.9,,0.4204561233520508,0.2804533742044283
37,0.8556,0.9194,,0.4084972840288411,0.2261786420384179
38,0.839,0.8944,,0.4276600163915883,0.26946215299160586
39,0.8354,0.9222,,0.4267282703648443,0.24136223125716913
40,0.8496,0.925,,0.40940098704203315,0.21863071442298268
41,0.8649,0.8833,,0.37868417333001675,0.2958040797839994
42,0.855,0.8778,,0.3954243303641029,0.32700770931399387
43,0.8482,0.9111,,0.39395203065613044,0.24744328305773114
44,0.8692,0.8861,,0.36749046820661296,0.30434867383345315
45,0.8687,0.9056,,0.3824939916315286,0.23735937994459402
46,0.8673,0.9111,,0.36714405883913453,0.21641470005978708
47,0.8681,0.8944,,0.3622391852347747,0.27216862931685604
48,0.8752,0.8722,,0.35511159028695977,0.34504807481299277
49,0.8752,0.9278,,0.3572715778065764,0.20476832597152048
