epoch,train_accur,test_accur,,train_loss,test_loss
0,0.0772,0.1044,,3.890777397588267,3.8010591715574265
1,0.1028,0.1253,,3.6195604357859987,3.491471789777279
2,0.123,0.1449,,3.5264264299215373,3.353556883831819
3,0.1408,0.1449,,3.404855001540411,3.3183956717451415
4,0.1675,0.2252,,3.2794217338908016,3.041744957367579
5,0.1995,0.2193,,3.1375795281122603,3.056865038971106
6,0.2255,0.2415,,2.9923990972999004,2.95081277936697
7,0.2495,0.2885,,2.9019590029640803,2.775421515107155
8,0.2716,0.3035,,2.7872516589910807,2.633993492772182
9,0.2971,0.2931,,2.6867317023461097,2.706898756325245
10,0.3202,0.3401,,2.576755573419757,2.507094935824474
11,0.3338,0.3505,,2.5188394828177905,2.521801712612311
12,0.3515,0.3584,,2.4291964426062274,2.5999523972471557
13,0.3845,0.3786,,2.3259498629710573,2.3007622845470905
14,0.3839,0.4106,,2.2886271028021294,2.2973769617577395
15,0.4033,0.3943,,2.2210766258153245,2.2314714143673577
16,0.4211,0.4151,,2.156781705869298,2.266564498345057
17,0.43,0.4654,,2.103439409175968,1.9790629483759403
18,0.4428,0.4471,,2.0609079718319467,2.0776201523840427
19,0.4485,0.4158,,2.017791961055764,2.199143004293243
20,0.4695,0.4112,,1.9491336767365333,2.199348472058773
21,0.4801,0.4243,,1.9259256846239778,2.1366423008342585
22,0.4872,0.4863,,1.8764455396842523,1.923952614267667
23,0.4928,0.5026,,1.8496981619977626,1.7374847481648128
24,0.5075,0.468,,1.7873823819787593,2.1464382677028575
25,0.5216,0.5124,,1.7532452999058765,1.7629465938856204
26,0.519,0.517,,1.7218906422591262,1.785017094264428
27,0.5261,0.4804,,1.712338379045733,1.8836128059774637
28,0.5297,0.5411,,1.7034625569168402,1.6952865576992433
29,0.5485,0.5346,,1.6295968741516407,1.7059373588611682
30,0.5572,0.5718,,1.5959079477792424,1.5837517883628607
31,0.5568,0.4987,,1.5834536833557682,2.550061314677199
32,0.5644,0.549,,1.5611488905623385,1.7469318496684234
33,0.5667,0.5398,,1.544175226942482,1.7162814891586702
34,0.5855,0.5405,,1.4973617800238992,2.0122326649725437
35,0.5846,0.5777,,1.474631695925784,1.5024850157399972
36,0.5931,0.5313,,1.4393032493234492,1.7271465448041756
37,0.6031,0.577,,1.4211543649772937,1.491149144868056
38,0.6026,0.5503,,1.4070195534061682,1.5742873741934698
39,0.6164,0.5849,,1.3632266901247625,1.5261442909638088
40,0.6239,0.564,,1.3428027554163857,1.5872897369166215
41,0.6223,0.5822,,1.3334901835642705,1.493797231465578
42,0.6315,0.5757,,1.3084733378049198,1.6851350162178278
43,0.634,0.5764,,1.2830632461441889,1.53306304042538
44,0.6421,0.5535,,1.2671528012574125,1.8534658669183652
45,0.6208,0.5777,,1.3387159497018843,1.5659902884314458
46,0.6436,0.5953,,1.2566596988647702,1.5497349761426449
47,0.6537,0.6123,,1.2289591380257725,1.3677361241231363
48,0.6476,0.5992,,1.2340226561304122,1.4076752783730626
49,0.6604,0.5953,,1.1811143941079139,1.47867697228988
50,0.6674,0.6044,,1.1603067505116365,1.593281398837765
51,0.6778,0.6168,,1.1386871013511606,1.3908517640084028
52,0.6818,0.6266,,1.1281376598643609,1.4767110605413716
53,0.6893,0.5757,,1.089908581066564,1.5475473341842492
54,0.6936,0.5933,,1.0659982675597781,1.4599387167642515
55,0.6977,0.5946,,1.0492483418004042,1.4927607936163743
56,0.7002,0.5744,,1.0438275458185582,1.7106767296791077
57,0.6984,0.6247,,1.039316136280155,1.3856648200501998
58,0.708,0.6057,,1.0223570893816396,1.413908742989103
59,0.7176,0.6221,,0.9791628819068814,1.37925759733965
60,0.7134,0.6044,,0.9970074488597662,1.4591920884946983
61,0.7234,0.6044,,0.9611980474454745,1.5007133049269517
62,0.7225,0.6201,,0.9582791498053371,1.4561958828320105
63,0.7287,0.611,,0.9497374042767246,1.4145511242871482
64,0.7284,0.6123,,0.9411885808992818,1.6609253268688917
65,0.722,0.6234,,0.9599381615650627,1.3940222018087904
66,0.7307,0.6129,,0.9259412761042718,1.4788694853583972
67,0.7438,0.624,,0.8861005206227032,1.439823835156858
68,0.753,0.5966,,0.8594791677668522,1.5271391179412603
69,0.7484,0.6227,,0.8709848603558918,1.4009501502538722
70,0.7591,0.6136,,0.8364660098574329,1.5072134820123513
71,0.756,0.6364,,0.8487490456120498,1.4207233080329995
72,0.7624,0.626,,0.8252209338471462,1.4722273579488199
73,0.7342,0.6332,,0.9192206957578118,1.419674329770108
74,0.7658,0.6279,,0.8173507355373192,1.4394542798399925
75,0.7718,0.6247,,0.7985281846623302,1.3842364406834047
76,0.7688,0.6149,,0.7942579577839564,1.4695513391246398
77,0.7762,0.6253,,0.7750726584809707,1.4635999277234077
78,0.7826,0.6475,,0.7507882191210377,1.3843599980076153
79,0.778,0.626,,0.7687154124721107,1.4895245656371117
80,0.7838,0.6084,,0.7428251990115021,1.6018072285999854
81,0.768,0.6332,,0.8038676071599498,1.4433669603119295
82,0.788,0.6403,,0.7435889236983799,1.4169542649760842
83,0.7853,0.643,,0.7437001224818414,1.4046470482523243
84,0.7932,0.6345,,0.7222085755293061,1.4164732747400801
85,0.7961,0.626,,0.6949992330571692,1.439206186061104
86,0.7992,0.6436,,0.6950442952836722,1.379123735241592
87,0.8027,0.6403,,0.6956604075134476,1.3783885333687067
88,0.7987,0.639,,0.7009430661831313,1.3924168876061838
89,0.8042,0.6312,,0.669108696079173,1.458385767415166
90,0.8042,0.6403,,0.6807956466801853,1.4009557651976745
91,0.8152,0.6475,,0.6557753628749156,1.3814232208921264
92,0.8145,0.6325,,0.6523145318808469,1.4995685865481694
93,0.8193,0.6371,,0.6329772096642561,1.4723996877049406
94,0.8159,0.6358,,0.6371003758339655,1.575916441778342
95,0.8125,0.6416,,0.6515163430889177,1.400248324808975
96,0.8175,0.6462,,0.6257533724007963,1.413952365051955
97,0.8222,0.6338,,0.6188821742932001,1.410533771229287
98,0.8218,0.641,,0.6154415929804042,1.4646478419502575
99,0.8286,0.6377,,0.5982578581625642,1.4473668169230223
100,0.8299,0.6488,,0.6017587675867168,1.43520964247485
101,0.8283,0.6279,,0.6077966730948748,1.4767904922676582
102,0.8269,0.6443,,0.6097439466014741,1.4064539400860667
103,0.8275,0.6057,,0.6120855184504235,1.6289356475075085
104,0.829,0.6449,,0.6027163448754081,1.4131876723840833
105,0.8329,0.6475,,0.5780948293722676,1.41790332334737
106,0.8344,0.6299,,0.5872829611035161,1.454670635983348
107,0.8366,0.6377,,0.5724522490012132,1.3984170615052183
108,0.8379,0.6403,,0.567084582957551,1.433747909963131
109,0.841,0.6319,,0.5539648639304298,1.5194819220341742
110,0.8409,0.6488,,0.5564122588929136,1.4152223110819857
111,0.8454,0.6286,,0.5438406208779266,1.5103780307496588
112,0.8436,0.6364,,0.5558394053422945,1.488940665187935
113,0.838,0.6469,,0.5727090338190126,1.4818424234787624
114,0.8404,0.6273,,0.5581535806123361,1.5355885941535234
115,0.8421,0.6462,,0.5620042889837235,1.4673387423778574
116,0.8449,0.6332,,0.5374669571176949,1.5300379873563845
117,0.8429,0.6514,,0.5501340557557115,1.3919300713265936
118,0.8495,0.6325,,0.5319849263006597,1.4941641769061487
119,0.8492,0.6423,,0.5418434440582788,1.4533378146588802
120,0.8454,0.6462,,0.5425458909973265,1.404047309110562
121,0.847,0.6521,,0.5301811954602093,1.4474512292072177
122,0.8569,0.6443,,0.506166560321945,1.5044301599264145
123,0.8477,0.6475,,0.5270978736769315,1.4661405167231958
124,0.8541,0.6221,,0.5139493583078557,1.5747179966419935
125,0.8597,0.643,,0.4899441074926296,1.4799116449430585
126,0.8641,0.6299,,0.48388039768417945,1.5739507566516597
127,0.8585,0.6416,,0.49914653648256985,1.5105269982789953
128,0.8617,0.6449,,0.48196204319224606,1.4604855626821518
129,0.8578,0.6325,,0.5048494817786205,1.5254637957550585
130,0.8582,0.6495,,0.5025867492197051,1.3648058827966452
131,0.8624,0.6586,,0.48482313231816365,1.427524955322345
132,0.861,0.6514,,0.4891359488101773,1.4378982471923034
133,0.8619,0.6534,,0.4902176135082364,1.363766092962275
134,0.8669,0.6384,,0.4628994438518472,1.5032501552874844
135,0.8585,0.6456,,0.48163536033865545,1.4467154281834762
136,0.8635,0.6508,,0.48547991186110073,1.4129436252793919
137,0.862,0.6514,,0.48180563626240713,1.448780795559287
138,0.865,0.6651,,0.4775892020522061,1.3913751499106486
139,0.8742,0.6573,,0.4577664487114569,1.4835576281572382
140,0.8662,0.6632,,0.47577104263024533,1.39544096433868
141,0.8704,0.6443,,0.4571240402572279,1.4811539072543383
142,0.869,0.6097,,0.46548419494747845,1.6832073961074154
143,0.8683,0.6527,,0.47018980794077286,1.5281891232977312
144,0.8646,0.6501,,0.4778100227823063,1.4831663904090722
145,0.8702,0.6423,,0.4528138410308464,1.528555222786963
146,0.8661,0.6351,,0.4687141737058049,1.57530111571153
147,0.8692,0.6593,,0.45662970614541415,1.449342967166255
148,0.874,0.6534,,0.4442110880702531,1.4494325757647555
149,0.8715,0.6443,,0.4532178857969859,1.4920234677071373
150,0.8771,0.6482,,0.44337178893438,1.497427300317213
151,0.8775,0.6456,,0.4309411516873474,1.41877269007576
152,0.8727,0.6462,,0.4459593998196444,1.450991911192735
153,0.8781,0.6371,,0.4302309918092762,1.514148999005556
