epoch,train_accur,test_accur,,train_loss,test_loss
0,0.339,0.3361,,1.5017154579577239,1.4248211021008699
1,0.3673,0.3944,,1.4522424179574718,1.3656624944313713
2,0.361,0.4306,,1.4267756938934326,1.3495599342429119
3,0.3624,0.4417,,1.4124628927396692,1.2969475466272105
4,0.3659,0.4194,,1.4176695232805998,1.324840369431869
5,0.3877,0.3778,,1.391670116134312,1.414747030838676
6,0.3785,0.3472,,1.3863278990206511,1.3412937444189321
7,0.4038,0.4306,,1.3632386632587599,1.328674438207046
8,0.3978,0.3861,,1.3601824739704962,1.418228066485861
9,0.3981,0.4194,,1.3609440554743228,1.2915544354397317
10,0.3978,0.4472,,1.348953220118647,1.2779269555340642
11,0.4098,0.4444,,1.3549868987954181,1.2632308628248132
12,0.4243,0.3861,,1.3307293840076613,1.2665683212487593
13,0.4114,0.4417,,1.3298425093941066,1.2948073407878047
14,0.4071,0.4028,,1.3298961053723874,1.2881460112074148
15,0.4202,0.4556,,1.3211202745852264,1.2552708698355632
16,0.4305,0.4444,,1.3066995895427207,1.2801304692807405
17,0.4466,0.4194,,1.2891419172286986,1.2420424482096797
18,0.4387,0.4444,,1.3190304009810738,1.2872993090878362
19,0.421,0.4833,,1.32427034067071,1.2287995841192163
20,0.4401,0.4306,,1.3012408878492272,1.2987958063250002
21,0.4392,0.45,,1.29724099273267,1.2163171301717344
22,0.4439,0.4583,,1.2932669085005055,1.2201510279074959
23,0.4414,0.4417,,1.284375940716785,1.2373763970706775
24,0.4354,0.4889,,1.2986794108929842,1.189492889072584
25,0.4488,0.4944,,1.3023388945538066,1.1536560395489568
26,0.4499,0.4833,,1.2863366650498431,1.249609939430071
27,0.4428,0.4611,,1.2893579099489294,1.2246800557426785
28,0.454,0.5,,1.2721255499383677,1.1856407885966094
29,0.445,0.425,,1.29704509973526,1.3345346191655034
30,0.4343,0.4333,,1.312366843741873,1.30604777906252
31,0.4561,0.4806,,1.2664137420446977,1.2273021055304485
32,0.4488,0.5,,1.2874473162319349,1.1695530544156614
33,0.4401,0.5111,,1.28739668286365,1.1745681607204934
34,0.4698,0.4722,,1.2456674275190933,1.1726704473080842
35,0.4499,0.4694,,1.277360082709271,1.2568828930025515
36,0.4629,0.4556,,1.2595459932866304,1.1815841586693474
37,0.4684,0.4528,,1.2622410224831622,1.2096854137337727
38,0.461,0.5278,,1.263677502196768,1.1275013762971628
39,0.4793,0.4611,,1.238985466438791,1.256274552448936
40,0.4458,0.4639,,1.286998508805814,1.2407090974890667
41,0.4627,0.4889,,1.2706509942593782,1.17519502017809
42,0.4771,0.4917,,1.2350881498792896,1.1884588080903757
43,0.445,0.5111,,1.294160959513291,1.1792375160300212
44,0.4591,0.5167,,1.2511670594630033,1.1293204660001008
45,0.4741,0.5306,,1.2442869196767392,1.141694408396016
46,0.4594,0.475,,1.2576031342796656,1.1689203044642573
47,0.4711,0.5056,,1.2493211155352386,1.1654670782711194
48,0.4695,0.4861,,1.2541651591010716,1.1757508075755576
49,0.4766,0.5028,,1.231951653957367,1.1195781127266262
50,0.4714,0.5389,,1.242411600506824,1.1075991780861565
51,0.4662,0.4778,,1.2607749887134718,1.1652919054031372
52,0.4757,0.525,,1.234815638479979,1.143456272456957
53,0.4649,0.525,,1.2512070267096809,1.13241736266924
54,0.4728,0.55,,1.2389315149058466,1.1143072999042014
55,0.4847,0.4639,,1.2201819668645444,1.135420480500097
56,0.4763,0.525,,1.2227515443511632,1.129845230475716
57,0.4801,0.5111,,1.224577378190082,1.157218741334003
58,0.4752,0.5333,,1.2280642675316853,1.1335032815518586
59,0.479,0.4778,,1.2172351406968158,1.1840084713438284
60,0.4853,0.5,,1.2257579756819683,1.1309763374535933
61,0.4817,0.5611,,1.2175564983616705,1.1008485685224119
62,0.4733,0.5194,,1.2167308107666348,1.1391642093658447
63,0.4877,0.4806,,1.2161789158116216,1.2045779798341834
64,0.4869,0.5111,,1.228403972024503,1.1146524496700452
65,0.4866,0.5667,,1.2166234353314276,1.12164364690366
66,0.4913,0.5167,,1.2073787912078526,1.1403928450916125
67,0.4869,0.5139,,1.2174913437470145,1.2183230959850808
68,0.485,0.5194,,1.2113390222839686,1.1041683399158975
69,0.4847,0.5306,,1.2088706913201706,1.1016319316366445
70,0.4853,0.5722,,1.2174766530161318,1.103159178858218
71,0.4842,0.5306,,1.2075563446335171,1.10011283988538
72,0.4984,0.5194,,1.2070512833802596,1.1528864269671233
73,0.4986,0.525,,1.1881088256835937,1.115415404672208
74,0.4779,0.5306,,1.2199836280034937,1.1482389232386714
75,0.4967,0.5528,,1.1863083823867466,1.1373303688090781
76,0.4935,0.525,,1.1890344599018927,1.1262301362079123
77,0.488,0.5806,,1.2138349579728167,1.098542034626007
78,0.4935,0.5556,,1.2015342707219332,1.0886345920355425
79,0.4986,0.5167,,1.2028882892235466,1.1327792172846587
80,0.497,0.5278,,1.191906640322312,1.1107107063998347
81,0.4967,0.5111,,1.1896894149158312,1.0898566271947778
82,0.506,0.5111,,1.1873958090077277,1.1309189485467
83,0.5008,0.5444,,1.1940081083256266,1.0890372836071511
84,0.4989,0.4833,,1.1983164844305618,1.1544586938360464
85,0.5025,0.55,,1.185588092389314,1.092172130294468
86,0.5003,0.5694,,1.1831844677095829,1.1100577401078267
87,0.4995,0.5472,,1.1790651388790296,1.099622879339301
88,0.5106,0.4806,,1.1667193506074989,1.1564192823741748
89,0.5128,0.5222,,1.1752330857774487,1.148887655009394
90,0.5104,0.5667,,1.1696360479230465,1.0866856315861577
91,0.5142,0.5528,,1.1602090280988941,1.0526323733122454
92,0.5087,0.5833,,1.1743102275806925,1.1016100981961126
93,0.5106,0.5833,,1.1720641524895379,1.0746533456056013
94,0.5174,0.5694,,1.1606010747992475,1.060706967892854
95,0.5128,0.475,,1.1639812474665434,1.1506555676460266
96,0.5106,0.5139,,1.171281583931135,1.094432330649832
97,0.5161,0.5611,,1.1834580820539724,1.093872044397437
