epoch,train_accur,test_accur,,train_loss,test_loss
0,0.4608,0.5833,,1.3027696319248365,1.045785947986271
1,0.5896,0.675,,1.0431783567304196,0.9401698319808297
2,0.6332,0.6694,,0.9552956912828529,0.8244576454162598
3,0.655,0.7139,,0.8888896501582602,0.7233569725700046
4,0.6774,0.6944,,0.8554202922012495,0.76686782810999
5,0.6899,0.7472,,0.8190273671046547,0.6574459581271462
6,0.7011,0.7139,,0.7955181756745214,0.7067102867624034
7,0.7136,0.7583,,0.7621953329314356,0.6237085915130117
8,0.7188,0.7611,,0.7401707231998443,0.6057711062224015
9,0.7401,0.7194,,0.716836207586786,0.694813635038293
10,0.7322,0.7722,,0.7079460252886233,0.5739783605803614
11,0.7346,0.8056,,0.6925390430118726,0.547038211122803
12,0.7507,0.7444,,0.6732799247555111,0.625211960595587
13,0.7553,0.8,,0.6654457284056622,0.5251044294108516
14,0.7564,0.7861,,0.6442104391429735,0.5316593271234761
15,0.7698,0.8083,,0.6165867077267688,0.5236852836349736
16,0.7665,0.825,,0.6120624919300494,0.5532403724349063
17,0.779,0.8611,,0.6039688281390978,0.4181152342454247
18,0.7842,0.8417,,0.572533527923667,0.4096556286449018
19,0.7815,0.8389,,0.5949408461218295,0.380990504246691
20,0.7918,0.8583,,0.5700677472612132,0.40453457216853683
21,0.7886,0.8222,,0.5609876399454863,0.4609436327996461
22,0.7973,0.7944,,0.5414636954017308,0.5807018205523491
23,0.8008,0.8944,,0.5341496996257616,0.3373848996732546
24,0.8063,0.8806,,0.5196137039557748,0.34488731493120606
25,0.7984,0.8139,,0.5250052069840224,0.45645066447879956
26,0.8044,0.8694,,0.5293084147183792,0.3453426059821378
27,0.8158,0.8528,,0.5015630670215773,0.3965381105308947
28,0.8191,0.8472,,0.4802068764748781,0.34569513498117094
29,0.8196,0.8806,,0.4953625694565151,0.3238031962967437
30,0.8253,0.8639,,0.4807170400153036,0.33742195238237793
31,0.8221,0.8833,,0.47955000698566436,0.35275837714257446
32,0.8281,0.8639,,0.4734154854131781,0.37396433236806287
33,0.8289,0.8889,,0.46028444520805195,0.3338773511350155
34,0.8308,0.8778,,0.4589345043120177,0.3452424335738887
35,0.8409,0.8694,,0.4413616868464843,0.3552813180114912
36,0.8278,0.9083,,0.46158955278603925,0.31008911894067476
37,0.8441,0.8917,,0.4380092790593272,0.28977549561987753
38,0.8409,0.8917,,0.4140774483266084,0.2890749541313752
39,0.8444,0.8333,,0.4229736880115841,0.4380320802978847
40,0.8373,0.8778,,0.4146335641974988,0.30881381407380104
41,0.851,0.8528,,0.3995113504969555,0.3361014108295026
42,0.851,0.9,,0.3967680545604747,0.2630712692828282
43,0.8501,0.9194,,0.39593971449395887,0.23722845765397602
44,0.8469,0.9111,,0.41411462685336237,0.25271111467610236
45,0.8643,0.9,,0.38359651993150296,0.2531779006771419
46,0.8564,0.8694,,0.37485439557096234,0.3526219633286414
47,0.8589,0.9083,,0.37728751625703727,0.23423642438390982
48,0.8619,0.8694,,0.36697957729515823,0.2962843357868817
49,0.8616,0.9028,,0.3750586013431134,0.22942276384033586
